Order,Group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2,0.004232035,0.156771567,0.023340844,0.010621082,-0.009580385,0.000606826,0.000606826,0.004126806,0.09496524,0.004316006,0.034942224,0.019204966,0.023181312,0.01255887,0.028612239,0.021600026,0.006487421,0.005922879,37.04401476,5.515276693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2,0.004056653,1.110080701,0.073130942,0.01558166,2.021198654,0.282738376,0.283440013,0.004056653,0.137840681,0.004676709,0.03742347,0.456093691,2.064083592,0.013556889,0.774113979,0.366230502,0.008921332,0.007745349,273.6444801,18.0274088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2,0.017222806,3.616445823,0.128749948,0.02104473,0.156379493,0.119321076,0.119321076,0.004287638,0.970050249,0.01319326,0.033474232,0.204220311,0.108553792,0.01255887,0.046948181,0.028057723,0.010513065,0.008887972,209.9800592,7.475550035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2,0.010857152,0.232786813,0.011960927,0.007034399,0.020812828,0.021289543,0.021289543,0.00538358,0.107913437,0.009083024,0.028963715,0.018737462,0.055118552,0.012588231,0.0283306,0.022374813,0.005827795,0.006031818,21.44087262,1.101663401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2,0.018837624,0.815119108,0.04401679,0.011194854,0.196832239,0.234218629,0.23414136,0.019152113,0.761392884,0.025353186,0.032215727,0.028086811,0.087058658,0.012622537,0.031403367,0.027661642,0.006903883,0.006023033,43.27080252,2.336642349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2,0.008211345,0.360568821,0.019194117,0.007518458,0.078174897,0.02430697,0.02430697,0.009855288,0.132844465,0.008110307,0.031044683,0.032519168,0.129354992,0.012751093,0.036873145,0.020880914,0.006052909,0.005859441,43.91105489,2.337511942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2,0.004189321,0.116222145,0.032546093,0.028065861,0.18131797,0.014729099,0.014729099,0.004056653,0.165292023,0.004056653,0.027559162,0.031319416,0.061047389,0.012595699,0.037409232,0.028670236,0.011815913,0.008496092,27.74247784,7.768822919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,2,0.013860245,1.818914232,0.117762161,0.017316813,0.078553829,0.012786385,0.011755955,0.029927838,0.575817868,0.011350307,0.03557412,0.031201732,0.065554819,0.01333134,0.027835524,0.026102551,0.008845478,0.007682865,131.2324733,8.496398224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2,0.004056653,0.96230806,0.088040315,0.039336948,0.164738832,0.032164682,0.032164682,0.004056653,0.450020614,0.004056653,0.028301136,0.052941533,0.093921757,0,0.068435586,0.035048924,0.015652616,0.015918218,237.2172478,21.70269801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2,0.011518778,0.172482696,0.271229864,0.044785819,0.59916408,0.62271232,0.628014409,0.005165888,0.069651245,0.010777705,0.031732481,0.148248547,0.201392735,0.022125055,0.053793106,0.089254921,0.017120702,0.012104576,14.97404464,23.54675678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2,0.013649002,2.142846048,0.035858954,0.01551293,0.098541508,0.067143513,0.067143513,0.019803819,0.179090614,0.01168276,0.031961019,0.055460344,0.088535384,0.016717108,0.119360926,0.043411255,0.008010187,0.00670304,156.996537,2.627221683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2,0.014244443,2.709110152,0.470068381,0.032342078,0.062811046,0.039523848,0.039166259,0.009185201,0.673430277,0.020254142,0.056270296,0.047194762,0.147402551,0.0148048,0.078079321,0.107762517,0.013602522,0.013397167,190.1871594,33.0001237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2,0.004056653,0.068325431,0.095866402,0.019027747,0.211827258,0.14265264,0.141104984,0.004056653,0.009234117,0.004056653,0.027828718,0.06186932,0.135938955,0.015838117,0.05701032,0.025293636,0.009337731,0.009225032,16.84280884,23.63189605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2,0.011870316,0.453736098,0.042811198,0.018673608,0.171025727,0.005251739,0.010961928,0.017630388,0.082458701,0.011289796,0.037327739,0.147040704,0.114688126,0.014284493,0.064859677,0.03036845,0.009342896,0.008658722,38.22443295,3.606576101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2,0.046232218,7.0890001,0.100061561,0.011980109,0.447375046,0.173414029,0.173414029,0.061443078,1.732499967,0.050050454,0.098520665,0.187251095,0.611904353,0.017214947,0.124738226,0.212916271,0.0075578,0.006626892,153.3346313,2.164325341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,2,0.008421008,0.9805249,0.050443278,0.020543681,0.418390753,0.116518672,0.116518672,0.007013151,0.281799798,0.013047463,0.031430616,0.088569147,0.485581086,0.012892074,0.343719656,0.199631685,0.009968721,0.007304755,116.437949,5.99017101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2,0.008239705,0.274645601,0.075122969,0.01424741,0.007662138,0.00098256,0.000900747,0.004243954,0.019029215,0.007358445,0.032867323,0.027358753,0.029631732,0.01332375,0.043189346,0.023268058,0.007610178,0.008125507,33.33197014,9.117191574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,0.008863413,1.980183682,0.180198144,0.12753246,0.821605143,0.651378979,0.651378979,0.041092345,0.21564895,0.011500766,0.045209404,0.195172979,0.780414006,0.0134911,0.07796382,0.083818312,0.043991297,0.014810039,223.4109684,20.33055935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,0.028686471,3.861225153,0.15922842,0.056253176,0.875406948,0.136258922,0.136258922,0.031080297,1.195735481,0.029368365,0.033917684,0.097032123,1.081977095,0.016571289,0.384725205,0.040551653,0.019784738,0.011027839,134.6009118,5.550645111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2,0.048070228,1.225752847,0.150680808,0.031114346,0.528263592,0.422784857,0.419758227,0.046805087,0.489200234,0,0.03517463,0.432608875,0.347734871,0.01329327,0.062254783,4.128484703,0.013489956,0.011780859,25.49921018,3.134597323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2,0.007675969,0.138506753,0.025258187,0.014239167,0.294236808,0.081145716,0.081145716,0.004290157,0.039711501,0.007973422,0.02899898,0.046210954,0.156165192,0.012922478,0.048171264,0.02699101,0.008246778,0.007442898,18.04420432,3.290553544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2,0.022696935,2.007655139,0.140961041,0.015447084,0.179906381,0.050441676,0.05139413,0.010490025,0.318849524,0.01502669,0.036094963,0.116313534,0.286836623,0.012793518,0.093555076,0.10456822,0.007942284,0.010026668,88.45490103,6.210576054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2,0.008468621,0.141752057,0.033801409,0.011762085,0.067705248,0.013471977,0.013471977,0.006483236,0.038013559,0.007790933,0.028434027,0.029511534,0.029028125,0.013454274,0.028803613,0.024764784,0.00716311,0.00802443,16.73850524,3.991371086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2,0.024299883,0.743594112,0.014664282,0.006851047,0.193496122,0.22351949,0.22351949,0.016598876,0.224681305,0.024029489,0.031852149,0.047642155,0.053745818,0.012902056,0.026399509,0.023988389,0.005724027,0.006351781,30.60072808,0.603471301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2,0.018541744,0.759354732,0.036760651,0.008766026,0.910166995,0.177624053,0.177624053,0.005781069,0.611968401,0.01611567,0.034256064,0.340481397,0.908633346,0.013364125,0.819613064,0.772111479,0.007064573,0.005459266,40.95379226,1.982588639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,0.054175254,8.516372978,0.07011724,0.010848628,0.424325989,0.506950982,0.506950982,0.055517717,1.239913271,0.048667015,0.076015094,0.205115946,1.252013522,0.018813148,0.154461356,0.024427547,0.007334574,0.006248634,157.2004255,1.294266936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2,0.006282343,0.77066261,0.041199633,0.012462875,0.147018609,0.125658075,0.125658075,0.004056653,0.149522778,0.006022797,0.03224165,0.037278844,0.070502889,0.01255887,0.039881921,0.029655634,0.007254775,0.00600444,122.6712088,6.558004394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2,0.027332905,2.31726526,0.10909076,0.025902413,0.508266227,0.323676308,0.322122032,0.009895992,0.344311683,0.029358776,0.042223257,0.053544723,0.140230549,0.012727111,0.050002259,0.047293479,0.011544556,0.007541362,84.77932587,3.991187911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2,0.030925933,1.661761017,0.067711272,0.010730637,0.37047118,0.317420923,0.32078236,0.004220991,0.507281862,0.031312899,0.059354457,0.035952683,0.088625351,0.016254897,0.03662814,0.027628492,0.006996752,0.006030077,53.73357748,2.189465779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2,0.020879509,0.530579363,0.006789392,0.005443766,0.103824041,0.115146637,0.115146637,0.004056653,0.260385517,0.021714499,0.029257537,0.02151929,0.144569213,0.01255887,0.051127686,0.054679322,0.005352694,0.005347267,25.41148659,0.325170099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2,0.057370446,1.512623462,0.009473995,0.005821036,0.25542777,0.312222698,0.312720133,0.02862149,0.846494861,0.068941464,0.035262552,0.04224437,0.365499293,0.013147674,0.081764139,0.090577199,0.00589324,0.005447085,26.36590035,0.165137203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2,0.004056653,0.063563572,0.022764069,0.008775259,-0.023649549,0.002463079,0.002463079,0.004056653,0.028182027,0.004056653,0.027710204,0.016249624,0.005707126,0.01255887,0.029846314,0.020635265,0.006139977,0.006030096,15.66896947,5.611539612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2,0.005061571,0.645039952,0.061022838,0.016485402,0.039472127,0.018695981,0.018695981,0.004056653,0.140232695,0.004598002,0.032258634,0.041694849,0.237544767,0.01255887,0.07842574,0.03531887,0.009021983,0.006386825,127.4386849,12.0561063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2,0.019141414,1.660752053,0.169621175,0.019860309,0.109666742,0.025712425,0.026004753,0.015869508,0.290455749,0.018094176,0.041518117,0.059563028,0.312293897,0.016456199,0.050395841,0.034886738,0.009553776,0.009257889,86.7622451,8.861475699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2,0.009121999,0.065441869,0.024672549,0.006728586,-0.007887089,0.00147004,0.001479091,0.004056653,0.004586988,0.007721849,0.02846755,0.018655089,0.008102651,0.012571812,0.026359895,0.021823082,0.005684075,0.005764303,7.174071056,2.704730509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2,0.00589724,0.308566584,0.009568372,0.007286429,0.684857278,0.287323447,0.287323447,0.004056653,0.139747996,0.015996142,0.030474242,0.15205798,0.293514334,0.01264201,0.080990999,0.041528677,0.005550212,0.005347267,52.32389796,1.622516974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2,0.008849848,0.181929263,0.155802012,0.098275501,0.70867346,0.224927577,0.224927577,0.00520702,0.101882499,0.006050258,0.034535385,0.426049095,0.644927625,0.033204457,0.097273369,0.152886606,0.034597237,0.039728841,20.55733195,17.60504949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2,0.004429878,0.621554633,0.286620116,0.073784534,0.146400232,0.131179268,0.131179268,0.006109389,0.074042787,0.005125454,0.030676668,0.178451034,0.510382907,0.030554435,0.046052585,0.149716412,0.027677769,0.022932157,140.3096503,64.7015823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2,0.070947777,2.490078953,0.006506076,0.005347267,1.119118044,0.160585041,0.160585041,0.004056653,1.761574342,0.11892539,0.064817141,0.16790522,0.702832138,0.012712457,0.18389291,0.207380101,0.00537028,0.005347267,35.09734989,0.091702324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2,0.008128269,0.045780875,0.152327629,0.018998632,0.77193586,0.069635839,0.069635839,0.004056653,0.029970374,0.00691881,0.029172535,0.018787021,0.164978112,0.017742638,0.04466388,0.037697554,0.009116226,0.007362725,5.632303139,18.74047586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2,0.004056653,0.076480116,0.01048508,0.024483539,3.00118751,0.056078887,0.056078887,0.004056653,0.007901914,0.004056653,0.027950421,0.039887695,0.311724727,0.013885905,0.149325737,0.12833553,0.010571671,0.008633671,18.85300912,2.584662775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2,0.004056653,0.387163781,0.033657013,0.10688727,3.747216605,0.312123789,0.32544738,0.004056653,0.088432901,0.005163335,0.027605428,0.139669742,1.283695259,0.013675076,0.688197473,0.233075169,0.025697642,0.020426774,95.43921578,8.296744385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2,0.004277431,0.035760937,0.011955341,0.011018037,0.071835369,0.006513084,0.006513084,0.0042529,0.001379484,0.004945374,0.028331177,0.087796895,0.023206636,0.013891383,0.031675687,0.023612132,0.007153217,0.007926267,8.360377292,2.794981614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
